Time,GGALT,GGLON,GGLAT,CONCD_RWIO
89481,6221.979,155.28595,-51.544323,0.0
89482,6222.044,155.28726,-51.545547,0.0
89483,6222.0244,155.28859,-51.546772,0.0
89484,6221.913,155.28992,-51.548,0.0
89485,6221.708,155.29123,-51.549225,0.0
89486,6221.4185,155.29256,-51.55045,0.0
89487,6221.0723,155.29387,-51.551674,0.0
89488,6220.707,155.2952,-51.552902,0.0
89489,6220.377,155.29651,-51.554127,0.0
89490,6220.113,155.29784,-51.55535,0.0
89491,6219.913,155.29915,-51.55658,0.0
89492,6219.7803,155.30048,-51.557804,0.0
89493,6219.7227,155.3018,-51.559032,0.0
89494,6219.7603,155.30312,-51.560257,0.0
89495,6219.8794,155.30444,-51.56148,0.0
89496,6220.079,155.30576,-51.562706,0.0
89497,6220.3433,155.30708,-51.56393,0.0
89498,6220.6353,155.3084,-51.565155,0.0
89499,6220.891,155.30972,-51.56638,0.0
89500,6221.1143,155.31104,-51.567604,0.0
89501,6221.311,155.31236,-51.56883,0.0
89502,6221.4644,155.31367,-51.570053,0.0
89503,6221.6045,155.315,-51.571278,0.0
89504,6221.705,155.31633,-51.572502,0.0
89505,6221.6704,155.31764,-51.573727,0.0
89506,6221.569,155.31897,-51.57495,0.0
89507,6221.4023,155.32028,-51.576176,0.0
89508,6221.1846,155.32161,-51.5774,0.0
89509,6220.9375,155.32294,-51.57863,0.0
89510,6220.6807,155.32425,-51.579853,0.0
89511,6220.4326,155.32558,-51.581078,0.0
89512,6220.2104,155.3269,-51.582302,0.0
89513,6220.0415,155.32822,-51.583527,0.0
89514,6219.9233,155.32954,-51.58475,0.0
89515,6219.8423,155.33087,-51.58598,0.0
89516,6219.789,155.33218,-51.587204,0.0
89517,6219.7817,155.33351,-51.58843,0.0
89518,6219.8096,155.33482,-51.589653,0.0
89519,6219.8613,155.33615,-51.590878,0.0
89520,6219.935,155.33748,-51.592102,0.0
89521,6220.005,155.33879,-51.593327,0.0
89522,6220.0693,155.34012,-51.59455,0.0
89523,6220.132,155.34145,-51.595776,0.0
89524,6220.1772,155.34276,-51.597,0.0
89525,6220.217,155.34409,-51.598225,0.0
89526,6220.253,155.3454,-51.59945,0.0
89527,6220.2856,155.34673,-51.60067,0.0
89528,6220.314,155.34805,-51.601894,0.0
89529,6220.331,155.34937,-51.60312,0.0
89530,6220.3325,155.3507,-51.604343,0.0
89531,6220.3237,155.352,-51.605568,0.0
89532,6220.3066,155.35333,-51.60679,0.0
89533,6220.2754,155.35466,-51.608013,0.0
89534,6220.2476,155.35597,-51.609238,0.0
89535,6220.2095,155.3573,-51.610462,0.0
89536,6220.1597,155.35863,-51.611683,0.0
89537,6220.102,155.35994,-51.612907,0.0
89538,6220.0444,155.36127,-51.614132,0.0
89539,6219.989,155.3626,-51.615356,0.0
89540,6219.93,155.3639,-51.61658,0.0
89541,6219.8564,155.36523,-51.6178,0.0
89542,6219.76,155.36656,-51.619026,0.0
89543,6219.6367,155.36789,-51.62025,0.0
89544,6219.521,155.3692,-51.621475,0.0
89545,6219.4536,155.37053,-51.6227,0.0
89546,6219.416,155.37186,-51.623924,0.0
89547,6219.3374,155.37318,-51.62515,0.0
89548,6219.3022,155.37451,-51.626373,0.0
89549,6219.3115,155.37582,-51.627598,0.0
89550,6219.3735,155.37715,-51.628822,0.0
89551,6219.4727,155.37848,-51.630047,0.0
89552,6219.6084,155.3798,-51.63127,0.0
89553,6219.7563,155.38112,-51.632496,0.0
89554,6219.8994,155.38245,-51.63372,0.0
89555,6220.018,155.38377,-51.634945,0.0
89556,6220.1235,155.3851,-51.636166,0.0
89557,6220.195,155.38643,-51.63739,0.0
89558,6220.222,155.38774,-51.638615,0.0
89559,6220.2065,155.38907,-51.63984,0.0
89560,6220.139,155.3904,-51.641064,0.0
89561,6220.0396,155.39172,-51.64229,0.0
89562,6219.9062,155.39305,-51.643513,0.0
89563,6219.771,155.39438,-51.644737,0.0
89564,6219.6445,155.39569,-51.64596,0.0
89565,6219.524,155.39702,-51.647186,0.0
89566,6219.4224,155.39835,-51.64841,0.0
89567,6219.3335,155.39967,-51.649635,0.0
89568,6219.2554,155.401,-51.650864,0.0
89569,6219.19,155.40233,-51.65209,0.0
89570,6219.1387,155.40366,-51.653313,0.0
89571,6219.106,155.40498,-51.654537,0.0
89572,6219.12,155.40631,-51.65576,0.0
89573,6219.145,155.40762,-51.656986,0.0
89574,6219.1826,155.40895,-51.658207,0.0
89575,6219.252,155.41028,-51.65943,0.0
89576,6219.352,155.4116,-51.660656,0.0
89577,6219.469,155.41293,-51.66188,0.0
89578,6219.596,155.41426,-51.663105,0.0
89579,6219.7207,155.41559,-51.66433,0.0
89580,6219.8223,155.41692,-51.665554,0.0
89581,6219.8516,155.41824,-51.66678,0.0
89582,6219.793,155.41956,-51.668,0.0
89583,6219.674,155.42088,-51.669224,0.0
89584,6219.504,155.42221,-51.67045,0.0
89585,6219.268,155.42354,-51.671673,0.0
89586,6218.9927,155.42487,-51.672897,0.0
89587,6218.7744,155.4262,-51.67412,0.0
89588,6218.622,155.42752,-51.675346,0.0
89589,6218.502,155.42885,-51.676567,0.0
89590,6218.4624,155.43018,-51.67779,0.0
89591,6218.508,155.4315,-51.679016,0.0
89592,6218.6167,155.43283,-51.68024,0.0
89593,6218.7827,155.43416,-51.681465,0.0
89594,6218.9766,155.43549,-51.68269,0.0
89595,6219.1865,155.43681,-51.683914,0.0
89596,6219.382,155.43814,-51.68514,0.0
89597,6219.524,155.43947,-51.68636,0.0
89598,6219.5884,155.4408,-51.687584,0.0
89599,6219.563,155.44212,-51.68881,0.0
89600,6219.4604,155.44345,-51.690033,0.0
89601,6219.278,155.44478,-51.691257,0.0
89602,6219.0137,155.44612,-51.692482,0.0
89603,6218.696,155.44745,-51.693707,0.0
89604,6218.3594,155.44878,-51.694927,0.0
89605,6218.044,155.4501,-51.69615,0.0
89606,6217.7817,155.45143,-51.697376,0.0
89607,6217.594,155.45276,-51.6986,0.0
89608,6217.466,155.45409,-51.69983,0.0
89609,6217.4033,155.45541,-51.701054,0.0
89610,6217.4185,155.45676,-51.70228,0.0
89611,6217.491,155.45808,-51.703503,0.0
89612,6217.632,155.45941,-51.704727,0.0
89613,6217.8174,155.46074,-51.705948,0.0
89614,6218.018,155.46207,-51.707172,0.0
89615,6218.2427,155.4634,-51.708397,0.0
89616,6218.471,155.46472,-51.70962,0.0
89617,6218.6626,155.46605,-51.710846,0.0
89618,6218.8066,155.46738,-51.71207,0.0
89619,6218.856,155.46872,-51.71329,0.0
89620,6218.8247,155.47005,-51.714516,0.0
89621,6218.7104,155.47137,-51.71574,0.0
89622,6218.521,155.4727,-51.716965,0.0
89623,6218.249,155.47403,-51.71819,0.0
89624,6217.9277,155.47537,-51.71941,0.0
89625,6217.6104,155.4767,-51.720634,0.0
89626,6217.33,155.47803,-51.72186,0.0
89627,6217.0986,155.47935,-51.723083,0.0
89628,6216.942,155.4807,-51.724308,0.0
89629,6216.8384,155.48203,-51.725533,0.0
89630,6216.79,155.48335,-51.726757,0.0
89631,6216.7974,155.48468,-51.72798,0.0
89632,6216.835,155.48602,-51.729206,0.0
89633,6216.9897,155.48735,-51.73043,0.0
89634,6217.0977,155.48868,-51.731655,0.0
89635,6217.214,155.49,-51.732876,0.0
89636,6217.3545,155.49135,-51.7341,0.0
89637,6217.5356,155.49268,-51.735325,0.0
89638,6217.733,155.494,-51.73655,0.0
89639,6217.908,155.49535,-51.73777,0.0
89640,6218.0693,155.49667,-51.738995,0.0
89641,6218.192,155.498,-51.74022,0.0
89642,6218.2617,155.49933,-51.741444,0.0
89643,6218.2847,155.50067,-51.742664,0.0
89644,6218.263,155.502,-51.74389,0.0
89645,6218.1846,155.50333,-51.745113,0.0
89646,6218.0444,155.50467,-51.746334,0.0
89647,6217.866,155.506,-51.74756,0.0
89648,6217.669,155.50732,-51.748783,0.0
89649,6217.4473,155.50867,-51.750008,0.0
89650,6217.221,155.51,-51.75123,0.0
89651,6217.0107,155.51132,-51.752453,0.0
89652,6216.869,155.51266,-51.753677,0.0
89653,6216.784,155.51399,-51.7549,0.0
89654,6216.747,155.51532,-51.756126,0.0
89655,6216.7856,155.51666,-51.75735,0.0
89656,6216.897,155.51799,-51.758575,0.0
89657,6217.042,155.51933,-51.759796,0.0
89658,6217.2114,155.52066,-51.76102,0.0
89659,6217.3745,155.522,-51.762245,0.0
89660,6217.5073,155.52333,-51.76347,0.0
89661,6217.598,155.52467,-51.764694,0.0
89662,6217.6294,155.526,-51.76592,0.0
89663,6217.5864,155.52733,-51.76714,0.0
89664,6217.4517,155.52867,-51.768364,0.0
89665,6217.2256,155.53,-51.76959,0.0
89666,6216.949,155.53134,-51.770813,0.0
89667,6216.652,155.53267,-51.772038,0.0
89668,6216.366,155.53401,-51.773262,0.0
89669,6216.1245,155.53534,-51.774487,0.0
89670,6215.9443,155.53668,-51.77571,0.0
89671,6215.826,155.53801,-51.776936,0.0
89672,6215.796,155.53935,-51.77816,0.0
89673,6215.8467,155.5407,-51.77939,0.0
89674,6215.933,155.54202,-51.780613,0.0
89675,6216.1636,155.54337,-51.781837,0.0
89676,6216.3335,155.5447,-51.783062,0.0
89677,6216.53,155.54604,-51.784286,0.0
89678,6216.7217,155.54736,-51.78551,0.0
89679,6216.903,155.5487,-51.786736,0.0
89680,6217.0654,155.55005,-51.78796,0.0
89681,6217.2017,155.55138,-51.78919,0.0
89682,6217.3047,155.55272,-51.790413,0.0
89683,6217.37,155.55405,-51.791637,0.0
89684,6217.39,155.55539,-51.792862,0.0
89685,6217.373,155.55673,-51.794086,0.0
89686,6217.309,155.55807,-51.795315,0.0
89687,6217.211,155.5594,-51.79654,0.0
89688,6217.1177,155.56075,-51.797768,0.0
89689,6217.015,155.56209,-51.798992,0.0
89690,6216.9165,155.56342,-51.80022,0.0
89691,6216.847,155.56476,-51.80145,0.0
89692,6216.813,155.5661,-51.802673,0.0
89693,6216.8057,155.56744,-51.8039,0.0
89694,6216.8193,155.56879,-51.80513,0.0
89695,6216.819,155.57013,-51.806355,0.0
89696,6216.819,155.57147,-51.807583,0.0
89697,6216.8066,155.57281,-51.80881,0.0
89698,6216.7847,155.57416,-51.81004,0.0
89699,6216.7075,155.5755,-51.811268,0.0
89700,6216.545,155.57684,-51.812496,0.0
89701,6216.3306,155.57819,-51.813725,0.0
89702,6216.055,155.57953,-51.814953,0.0
89703,6215.7544,155.58087,-51.81618,0.0
89704,6215.478,155.58221,-51.81741,0.0
89705,6215.254,155.58354,-51.81864,0.0
89706,6215.1074,155.58488,-51.81987,0.0
89707,6215.05,155.58623,-51.821102,0.0
89708,6215.0723,155.58757,-51.82233,0.0
89709,6215.169,155.58891,-51.823563,0.0
89710,6215.3315,155.59026,-51.82479,0.0
89711,6215.5654,155.5916,-51.82602,0.0
89712,6215.877,155.59294,-51.82725,0.0
89713,6216.2227,155.5943,-51.82848,0.0
89714,6216.5405,155.59564,-51.82971,0.0
89715,6216.7783,155.59698,-51.830936,0.0
89716,6216.9175,155.59833,-51.832165,0.0
89717,6216.9473,155.59967,-51.833393,0.0
89718,6216.8726,155.60103,-51.834625,0.0
89719,6216.701,155.60237,-51.835854,0.0
89720,6216.4937,155.60371,-51.837082,0.0
89721,6216.262,155.60507,-51.838314,0.0
89722,6215.967,155.60641,-51.839542,0.0
89723,6215.692,155.60776,-51.840775,0.0
89724,6215.4434,155.60912,-51.842007,0.0
89725,6215.2246,155.61046,-51.843235,0.0
89726,6215.051,155.6118,-51.844467,0.0
89727,6214.9307,155.61316,-51.8457,0.0
89728,6214.869,155.6145,-51.84693,0.0
89729,6214.853,155.61584,-51.848164,0.0
89730,6214.8916,155.6172,-51.849396,0.0
89731,6214.999,155.61855,-51.850628,0.0
89732,6215.1733,155.6199,-51.85186,0.0
89733,6215.4043,155.62125,-51.853092,0.0
89734,6215.68,155.62259,-51.854324,0.0
89735,6215.97,155.62395,-51.855556,0.0
89736,6216.2373,155.62529,-51.85679,0.0
89737,6216.455,155.62663,-51.85802,0.0
89738,6216.603,155.62798,-51.85925,0.0
89739,6216.682,155.62933,-51.86048,0.0
89740,6216.6875,155.63068,-51.86171,0.0
89741,6216.6216,155.63202,-51.86294,0.0
89742,6216.4775,155.63338,-51.86417,0.0
89743,6216.2563,155.63472,-51.865402,0.0
89744,6215.965,155.63606,-51.86663,0.0
89745,6215.633,155.63742,-51.867863,0.0
89746,6215.2866,155.63876,-51.86909,0.0
89747,6214.9644,155.6401,-51.87032,0.0
89748,6214.683,155.64146,-51.87155,0.0
89749,6214.46,155.6428,-51.87278,0.0
89750,6214.3022,155.64415,-51.87401,0.0
89751,6214.202,155.64551,-51.875237,0.0
89752,6214.18,155.64685,-51.876465,0.0
89753,6214.2305,155.6482,-51.877693,0.0
89754,6214.3467,155.64954,-51.87892,0.0
89755,6214.522,155.6509,-51.88015,0.0
89756,6214.7446,155.65224,-51.88138,0.0
89757,6215.008,155.65358,-51.882607,0.0
89758,6215.29,155.65492,-51.88383,0.0
89759,6215.579,155.65628,-51.88506,0.0
89760,6215.858,155.65762,-51.886284,0.0
89761,6216.084,155.65897,-51.887512,0.0
89762,6216.2437,155.66031,-51.888737,0.0
89763,6216.33,155.66167,-51.889965,0.0
89764,6216.3457,155.66301,-51.89119,0.0
89765,6216.277,155.66435,-51.892418,0.0
89766,6216.1396,155.6657,-51.893642,0.0
89767,6215.9385,155.66705,-51.89487,0.0
89768,6215.67,155.6684,-51.8961,0.0
89769,6215.344,155.66974,-51.897327,0.0
89770,6214.99,155.6711,-51.898556,0.0
89771,6214.645,155.67244,-51.899784,0.0
89772,6214.3345,155.67378,-51.901012,0.0
89773,6214.206,155.67514,-51.90224,0.0
89774,6214.0767,155.67648,-51.90347,0.0
89775,6214.0454,155.67783,-51.904697,0.0
89776,6214.1255,155.67918,-51.905926,0.0
89777,6214.3096,155.68053,-51.907158,0.0
89778,6214.5938,155.68187,-51.908386,0.0
89779,6214.942,155.68323,-51.909615,0.0
89780,6215.3066,155.68457,-51.910843,0.0
89781,6215.6274,155.68593,-51.912075,0.0
89782,6215.872,155.68727,-51.913303,0.0
89783,6216.0356,155.68863,-51.91453,0.0
89784,6216.114,155.68997,-51.91576,0.0
89785,6216.102,155.69133,-51.91699,0.0
89786,6216.015,155.69267,-51.91822,0.0
89787,6215.8647,155.69403,-51.91945,0.0
89788,6215.653,155.69537,-51.920677,0.0
89789,6215.4077,155.69673,-51.92191,0.0
89790,6215.116,155.69807,-51.923138,0.0
89791,6214.7964,155.69943,-51.924366,0.0
89792,6214.4575,155.70078,-51.9256,0.0
89793,6214.139,155.70213,-51.926826,0.0
89794,6213.86,155.70349,-51.928055,0.0
89795,6213.6226,155.70483,-51.929287,0.0
89796,6213.4316,155.70619,-51.930515,0.0
89797,6213.325,155.70753,-51.931744,0.0
89798,6213.317,155.7089,-51.932976,0.0
89799,6213.381,155.71024,-51.934204,0.0
89800,6213.506,155.7116,-51.935432,0.0
89801,6213.671,155.71294,-51.93666,0.0
89802,6213.879,155.7143,-51.93789,0.0
89803,6214.1064,155.71564,-51.939117,0.0
89804,6214.324,155.717,-51.940342,0.0
89805,6214.488,155.71834,-51.94157,0.0
89806,6214.5825,155.71968,-51.9428,0.0
89807,6214.5947,155.72104,-51.944023,0.0
89808,6214.4927,155.72238,-51.94525,0.0
89809,6214.27,155.72374,-51.94648,0.0
89810,6213.958,155.72508,-51.947704,0.0
89811,6213.615,155.72644,-51.948933,0.0
89812,6213.296,155.72778,-51.950157,0.0
89813,6213.04,155.72914,-51.951385,0.0
89814,6212.8604,155.73048,-51.952614,0.0
89815,6212.7544,155.73183,-51.95384,0.0
89816,6212.73,155.73318,-51.955067,0.0
89817,6212.789,155.73453,-51.956295,0.0
89818,6212.894,155.73589,-51.95752,0.0
89819,6213.049,155.73723,-51.958748,0.0
89820,6213.2344,155.73859,-51.959972,0.0
89821,6213.4517,155.73993,-51.9612,0.0
89822,6213.6694,155.74127,-51.962425,0.0
89823,6213.8687,155.74263,-51.963654,0.0
89824,6214.026,155.74397,-51.964878,0.0
89825,6214.137,155.74533,-51.966106,0.0
89826,6214.197,155.74667,-51.96733,0.0
89827,6214.2056,155.74803,-51.96856,0.0
89828,6214.185,155.74937,-51.969784,0.0
89829,6214.1357,155.75073,-51.971012,0.0
89830,6214.0435,155.75208,-51.972237,0.0
89831,6213.901,155.75343,-51.973465,0.0
89832,6213.7236,155.75478,-51.974693,0.0
89833,6213.5176,155.75613,-51.975918,0.0
89834,6213.307,155.75749,-51.977146,0.0
89835,6213.107,155.75883,-51.978374,0.0
89836,6213.0015,155.7602,-51.9796,0.0
89837,6212.811,155.76154,-51.980827,0.0
89838,6212.6055,155.7629,-51.982056,0.0
89839,6212.4414,155.76425,-51.983284,0.0
89840,6212.355,155.7656,-51.98451,0.0
89841,6212.352,155.76695,-51.985737,0.0
89842,6212.42,155.76831,-51.986965,0.0
89843,6212.5513,155.76967,-51.988194,0.0
89844,6212.7334,155.77101,-51.989418,0.0
89845,6212.949,155.77237,-51.990646,0.0
89846,6213.188,155.77373,-51.991875,0.0
89847,6213.417,155.77509,-51.9931,0.0
89848,6213.6074,155.77644,-51.994328,0.0
89849,6213.7563,155.77779,-51.995556,0.0
89850,6213.8857,155.77914,-51.996784,0.0
89851,6213.9814,155.7805,-51.998013,0.0
89852,6214.022,155.78186,-51.99924,0.0
89853,6213.9985,155.78322,-52.00047,0.0
89854,6213.9136,155.78458,-52.001698,0.0
89855,6213.7993,155.78593,-52.002926,0.0
89856,6213.6675,155.7873,-52.004154,0.0
89857,6213.512,155.78865,-52.005386,0.0
89858,6213.351,155.79001,-52.006615,0.0
89859,6213.1587,155.79137,-52.007847,0.0
89860,6212.9556,155.79272,-52.009075,0.0
89861,6212.7666,155.7941,-52.010307,0.0
89862,6212.589,155.79546,-52.01154,0.0
89863,6212.4756,155.79681,-52.01277,0.0
89864,6212.4233,155.79817,-52.014004,0.0
89865,6212.437,155.79953,-52.015236,0.0
89866,6212.536,155.8009,-52.016468,0.0
89867,6212.698,155.80226,-52.0177,0.0
89868,6212.8906,155.80362,-52.018932,0.0
89869,6213.069,155.80498,-52.020164,0.0
89870,6213.21,155.80635,-52.021397,0.0
89871,6213.292,155.80771,-52.02263,0.0
89872,6213.3037,155.80907,-52.02386,0.0
89873,6213.247,155.81044,-52.025093,0.0
89874,6213.1284,155.8118,-52.026325,0.0
89875,6212.9336,155.81316,-52.027557,0.0
89876,6212.676,155.81453,-52.02879,0.0
89877,6212.383,155.81589,-52.030025,0.0
89878,6212.1025,155.81725,-52.031258,0.0
89879,6211.8633,155.81862,-52.032494,0.0
89880,6211.678,155.81998,-52.03373,0.0
89881,6211.547,155.82133,-52.03496,0.0
89882,6211.4917,155.82271,-52.036198,0.0
89883,6211.483,155.82407,-52.03743,0.0
89884,6211.494,155.82544,-52.038666,0.0
89885,6211.5615,155.8268,-52.0399,0.0
89886,6211.6343,155.82816,-52.041134,0.0
89887,6211.707,155.82953,-52.04237,0.0
89888,6211.786,155.83089,-52.043602,0.0
89889,6211.8584,155.83226,-52.044838,0.0
89890,6211.9395,155.83362,-52.04607,0.0
89891,6212.025,155.83499,-52.047302,0.022881696
89892,6212.093,155.83635,-52.04854,0.0
89893,6212.146,155.83772,-52.04977,0.0
89894,6212.187,155.83908,-52.051003,0.0
89895,6212.2085,155.84045,-52.052235,0.0
89896,6212.217,155.84181,-52.05347,0.0
89897,6212.2124,155.84319,-52.054703,0.0
89898,6212.1943,155.84454,-52.055935,0.0
89899,6212.165,155.84592,-52.05717,0.0
89900,6212.1396,155.84729,-52.058403,0.0
89901,6212.121,155.84865,-52.059635,0.0
89902,6212.1,155.85002,-52.06087,0.0
89903,6212.078,155.85138,-52.062103,0.0
89904,6212.06,155.85275,-52.06334,0.0
89905,6212.038,155.85411,-52.06457,0.0
89906,6212.0176,155.85548,-52.065804,0.0
89907,6211.997,155.85686,-52.06704,0.0
89908,6211.985,155.85822,-52.06827,0.0
89909,6211.9805,155.85959,-52.069508,0.0
89910,6211.9805,155.86096,-52.07074,0.0
89911,6211.9854,155.86232,-52.071976,0.0
89912,6212.0,155.8637,-52.073208,0.0
89913,6212.0166,155.86507,-52.074444,0.0
89914,6212.0317,155.86642,-52.075676,0.0
89915,6212.041,155.8678,-52.076912,0.0
89916,6212.049,155.86917,-52.078144,0.0
89917,6212.065,155.87053,-52.07938,0.0
89918,6212.0845,155.8719,-52.080612,0.0
89919,6212.1,155.87328,-52.08185,0.0
89920,6212.112,155.87463,-52.08308,0.0
89921,6212.1255,155.876,-52.084316,0.0
89922,6212.136,155.87738,-52.08555,0.0
89923,6212.129,155.87874,-52.08678,0.0
89924,6212.103,155.88011,-52.088017,0.0
89925,6212.0693,155.88148,-52.08925,0.0
89926,6212.0293,155.88286,-52.090485,0.0
89927,6212.064,155.88423,-52.091717,0.0
89928,6212.0,155.88559,-52.09295,0.0
89929,6211.892,155.88696,-52.094185,0.0
89930,6211.764,155.88834,-52.095417,0.0
89931,6211.6113,155.88971,-52.09665,0.0
89932,6211.4243,155.89108,-52.097885,0.0
89933,6211.195,155.89246,-52.099117,0.0
89934,6210.9395,155.89383,-52.10035,0.0
89935,6210.685,155.89519,-52.101585,0.0
89936,6210.4775,155.89656,-52.102818,0.0
89937,6210.362,155.89793,-52.10405,0.0
89938,6210.3545,155.89932,-52.10528,0.0
89939,6210.449,155.9007,-52.106518,0.0
89940,6210.6284,155.90207,-52.10775,0.0
89941,6210.8516,155.90344,-52.10898,0.0
89942,6211.0825,155.90482,-52.11021,0.0
89943,6211.2817,155.90619,-52.111443,0.0
89944,6211.433,155.90756,-52.112675,0.0
89945,6211.5176,155.90895,-52.113903,0.0
89946,6211.533,155.91032,-52.115135,0.0
89947,6211.4814,155.9117,-52.116367,0.0
89948,6211.3755,155.91307,-52.117596,0.0
89949,6211.212,155.91446,-52.118828,0.0
89950,6210.994,155.91583,-52.12006,0.0
89951,6210.735,155.9172,-52.12129,0.0
89952,6210.4644,155.9186,-52.12252,0.0
89953,6210.216,155.91997,-52.123753,0.0
89954,6210.0176,155.92134,-52.12498,0.0
89955,6209.878,155.92273,-52.126213,0.0
89956,6209.8096,155.9241,-52.127445,0.0
89957,6209.807,155.92548,-52.128677,0.0
89958,6209.875,155.92685,-52.129906,0.0
89959,6210.0054,155.92824,-52.131138,0.0
89960,6210.193,155.92961,-52.13237,0.0
89961,6210.4146,155.93098,-52.1336,0.0
89962,6210.6504,155.93236,-52.134827,0.0
89963,6210.8843,155.93375,-52.13606,0.0
89964,6211.091,155.93512,-52.137287,0.0
89965,6211.265,155.9365,-52.138515,0.0
89966,6211.4043,155.93787,-52.139744,0.0
89967,6211.4946,155.93925,-52.140972,0.0
89968,6211.5327,155.94063,-52.142197,0.0
89969,6211.51,155.942,-52.143425,0.0
89970,6211.419,155.94337,-52.144653,0.0
89971,6211.26,155.94475,-52.145878,0.0
89972,6211.043,155.94614,-52.147106,0.0
89973,6210.77,155.94751,-52.148335,0.0
89974,6210.4683,155.94888,-52.14956,0.0
89975,6210.1885,155.95026,-52.150787,0.0
89976,6209.9697,155.95163,-52.152016,0.0
89977,6209.8247,155.953,-52.15324,0.0
89978,6209.7544,155.95438,-52.15447,0.0
89979,6209.751,155.95575,-52.155697,0.0
89980,6209.805,155.95712,-52.15692,0.0
89981,6209.9,155.9585,-52.15815,0.0
89982,6210.025,155.95987,-52.159374,0.0
89983,6210.154,155.96126,-52.160603,0.0
89984,6210.2812,155.96263,-52.161827,0.0
89985,6210.396,155.964,-52.163055,0.0
89986,6210.481,155.96538,-52.16428,0.0
89987,6210.5137,155.96675,-52.16551,0.0
89988,6210.499,155.96812,-52.166737,0.0
89989,6210.4434,155.9695,-52.16796,0.0
89990,6210.3604,155.97087,-52.16919,0.0
89991,6210.2505,155.97224,-52.170418,0.0
89992,6210.1255,155.97362,-52.171646,0.0
89993,6209.9893,155.97499,-52.172874,0.0
89994,6209.849,155.97636,-52.174103,0.0
89995,6209.709,155.97774,-52.17533,0.0
89996,6209.5835,155.97911,-52.17656,0.0
89997,6209.473,155.98048,-52.177788,0.0
89998,6209.388,155.98186,-52.179016,0.0
89999,6209.3477,155.98323,-52.180244,0.0
90000,6209.371,155.9846,-52.181473,0.0
90001,6209.467,155.98598,-52.182705,0.0
90002,6209.6206,155.98735,-52.183933,0.0
90003,6209.811,155.98874,-52.18516,0.0
90004,6209.9966,155.99011,-52.186394,0.0
90005,6210.1465,155.99149,-52.187622,0.0
90006,6210.2573,155.99286,-52.18885,0.0
90007,6210.3364,155.99423,-52.190083,0.0
90008,6210.3633,155.9956,-52.19131,0.0
90009,6210.3413,155.99698,-52.192543,0.0
90010,6210.2896,155.99835,-52.193775,0.0
90011,6210.294,155.99973,-52.195004,0.0
90012,6210.185,156.00111,-52.196236,0.0
90013,6210.025,156.00249,-52.197468,0.0
90014,6209.833,156.00386,-52.1987,0.0
90015,6209.6094,156.00523,-52.199932,0.0
90016,6209.3555,156.0066,-52.201164,0.0
90017,6209.107,156.008,-52.202396,0.0
90018,6208.878,156.00937,-52.20363,0.0
90019,6208.6665,156.01074,-52.204865,0.0
90020,6208.4766,156.01212,-52.206097,0.0
90021,6208.3228,156.01349,-52.207333,0.0
90022,6208.2144,156.01486,-52.20857,0.0
90023,6208.1733,156.01624,-52.209805,0.0
90024,6208.2114,156.01761,-52.21104,0.0
90025,6208.3315,156.01897,-52.212276,0.0
90026,6208.5293,156.02034,-52.213512,0.0
90027,6208.788,156.02171,-52.214752,0.0
90028,6209.0796,156.02309,-52.21599,0.0
90029,6209.387,156.02444,-52.217228,0.0
90030,6209.67,156.02582,-52.218464,0.0
90031,6209.9043,156.02718,-52.219704,0.0
90032,6210.0728,156.02855,-52.220943,0.0
90033,6210.1797,156.0299,-52.22218,0.0
90034,6210.2275,156.03128,-52.22342,0.0
90035,6210.219,156.03265,-52.22466,0.0
90036,6210.163,156.03401,-52.2259,0.0
90037,6210.0522,156.03539,-52.22714,0.0
90038,6209.891,156.03674,-52.22838,0.0
90039,6209.6885,156.03812,-52.22962,0.0
90040,6209.446,156.03949,-52.23086,0.0
90041,6209.1694,156.04086,-52.2321,0.0
90042,6208.846,156.04224,-52.23334,0.0
90043,6208.473,156.04361,-52.234577,0.0
90044,6208.0557,156.04501,-52.23581,0.0
90045,6207.6255,156.04645,-52.237034,0.0
90046,6207.2197,156.0479,-52.238243,0.0
90047,6206.9087,156.04941,-52.239433,0.0
90048,6206.8594,156.05095,-52.24061,0.0
90049,6207.2124,156.05257,-52.241753,0.0
90050,6208.0566,156.05424,-52.24287,0.0
90051,6209.2935,156.05597,-52.24396,0.0
90052,6210.768,156.05777,-52.245018,0.0
90053,6212.256,156.05962,-52.246048,0.0
90054,6213.596,156.06151,-52.247044,0.0
90055,6214.676,156.06346,-52.24801,0.0
90056,6215.447,156.06546,-52.248947,0.0
90057,6215.847,156.0675,-52.24985,0.0
90058,6215.8105,156.0696,-52.250725,0.0
90059,6215.363,156.07173,-52.251564,0.0
90060,6214.6006,156.07391,-52.252373,0.0
90061,6213.729,156.07613,-52.253147,0.0
90062,6213.049,156.07838,-52.25389,0.0
90063,6212.7427,156.08067,-52.25461,0.0
90064,6212.7847,156.08298,-52.255302,0.0
90065,6212.8994,156.0853,-52.25598,0.0
90066,6212.741,156.08763,-52.256653,0.0
90067,6212.0825,156.08998,-52.257317,0.0
90068,6210.9946,156.09232,-52.257984,0.0
90069,6209.6387,156.09465,-52.258656,0.0
90070,6208.137,156.09698,-52.25934,0.0
90071,6206.6,156.09929,-52.260036,0.0
90072,6205.1133,156.10158,-52.260754,0.0
90073,6203.7354,156.10384,-52.2615,0.0
90074,6202.5107,156.10606,-52.26228,0.0
